t,x(t)
229.0,2.6724566631075213
230.0,2.673213696030474
231.0,2.6739567311320758
232.0,2.6746856826845344
233.0,2.675400464960058
234.0,2.6761009922308547
235.0,2.676787178769132
236.0,2.6774589388470975
237.0,2.678116186736959
238.0,2.6787588367109247
239.0,2.6793868030412025
240.0,2.6799999999999997
241.0,2.6805983116667353
242.0,2.6811815013496667
243.0,2.681749302164262
244.0,2.6823014472259903
245.0,2.6828376696503202
246.0,2.6833577025527195
247.0,2.6838612790486565
248.0,2.6843481322536005
249.0,2.684817995283019
250.0,2.6852706012523813
251.0,2.6857056832771544
252.0,2.686122974472808
253.0,2.686522207954811
254.0,2.6869031168386295
255.0,2.687265434239734
256.0,2.687608893273592
257.0,2.687933227055672
258.0,2.688238168701443
259.0,2.688523451326373
260.0,2.68878880804593
261.0,2.689033971975583
262.0,2.6892586762308
263.0,2.6894626539270496
264.0,2.6896456381798
265.0,2.6898073621045206
266.0,2.6899475588166784
267.0,2.690065961431743
268.0,2.690162303065182
269.0,2.6902363168324634
270.0,2.6902877358490573
271.0,2.6903162932304303
272.0,2.6903217220920514
273.0,2.69030375554939
274.0,2.690262126717913
275.0,2.6901965687130893
276.0,2.6901068146503886
277.0,2.689992597645278
278.0,2.6898536508132254
279.0,2.6896897072697006
280.0,2.689500500130171
281.0,2.689285762510105
282.0,2.6890452275249723
283.0,2.68877862829024
284.0,2.6884856979213767
285.0,2.6881661695338517
286.0,2.687819776243132
287.0,2.687446251164687
288.0,2.6870453274139847
289.0,2.686616738106493
290.0,2.6861602163576825
291.0,2.6856754952830193
292.0,2.685162307997972
293.0,2.684620387618011
294.0,2.6840494672586015
295.0,2.6834492800352145
296.0,2.6828195590633177
297.0,2.6821600374583796
298.0,2.681470448335868
299.0,2.6807505248112524
300.0,2.68
301.0,2.6792189363019143
302.0,2.6784087132541345
303.0,2.677571039678136
304.0,2.676707624395391
305.0,2.6758201762273743
306.0,2.6749104039955607
307.0,2.6739800165214236
308.0,2.673030722626437
309.0,2.672064231132076
310.0,2.671082250859813
311.0,2.6700864906311232
312.0,2.6690786592674804
313.0,2.668060465590359
314.0,2.6670336184212333
315.0,2.6659998265815763
316.0,2.6649607988928627
317.0,2.6639182441765668
318.0,2.662873871254162
319.0,2.6618293889471234
320.0,2.6607865060769247
321.0,2.659746931465039
322.0,2.6587123739329415
323.0,2.657684542302106
324.0,2.656665145394007
325.0,2.6556558920301176
326.0,2.654658491031913
327.0,2.6536746512208658
328.0,2.6527060814184513
329.0,2.6517544904461436
330.0,2.6508215871254164
331.0,2.6499090802777436
332.0,2.6490186787245995
333.0,2.6481520912874585
334.0,2.647311026787794
335.0,2.646497194047081
336.0,2.6457123018867925
337.0,2.6449580591284034
338.0,2.644236174593387
339.0,2.6435483571032186
340.0,2.6428963154793714
341.0,2.64228175854332
342.0,2.6417063951165374
343.0,2.641171934020498
344.0,2.6406800840766778
345.0,2.6402325541065483
346.0,2.6398310529315854
347.0,2.6394772893732616
348.0,2.639172972253052
349.0,2.638919810392431
350.0,2.6387195126128717
351.0,2.6385737877358495
352.0,2.638484344582837
353.0,2.6384528919753087
354.0,2.6384811387347393
355.0,2.638570793682602
356.0,2.638723565640372
357.0,2.6389411634295232
358.0,2.6392252958715288
359.0,2.6395776717878627
360.0,2.64
361.0,2.6404933505330157
362.0,2.641056238226388
363.0,2.6416865391231967
364.0,2.6423821292665215
365.0,2.6431408846994424
366.0,2.643960681465039
367.0,2.644839395606391
368.0,2.645774903166578
369.0,2.64676508018868
370.0,2.6478078027157754
371.0,2.648900946790946
372.0,2.65004238845727
373.0,2.6512300037578274
374.0,2.6524616687356986
375.0,2.6537352594339625
376.0,2.6550486518956986
377.0,2.656399722163988
378.0,2.657786346281909
379.0,2.659206400292542
380.0,2.6606577602389665
381.0,2.6621383021642617
382.0,2.663645902111509
383.0,2.665178436123786
384.0,2.6667337802441735
385.0,2.668309810515751
386.0,2.669904402981598
387.0,2.671515433684795
388.0,2.6731407786684205
389.0,2.6747783139755557
390.0,2.6764259156492787
391.0,2.67808145973267
392.0,2.6797428222688096
393.0,2.681407879300777
394.0,2.683074506871652
395.0,2.6847405810245135
396.0,2.6864039778024416
397.0,2.6880625732485166
398.0,2.689714243405818
399.0,2.6913568643174255
400.0,2.692988312026418
401.0,2.6946064625758757
402.0,2.6962091920088795
403.0,2.6977943763685066
404.0,2.6993598916978394
405.0,2.700903614039956
406.0,2.702423419437936
